guide_path,category,guide_slug,order,type,source_id,source_url,target_path,target_filename
"guides/ru/Beginner-guide/Rage_+_Rave_(Early),_Late_Game_Rotation_(Late).md",Beginner-guide,rage_rave_early_late_game_rotation_late,3,video,1350263616565149706,https://cdn.discordapp.com/attachments/1266502911324721335/1350263616565149706/RRF_-_Made_with_Clipchamp.mp4?ex=69e226bc&is=69e0d53c&hm=8caa132b62e7b539e38adabb97bfbab27c60e29ceb8dbf2c4a8477753d21343e&,assets/media/by-guide/Beginner-guide/rage_rave_early_late_game_rotation_late/003_video_1350263616565149706.mp4,003_video_1350263616565149706.mp4
"guides/ru/Beginner-guide/Rage_+_Rave_(Early),_Late_Game_Rotation_(Late).md",Beginner-guide,rage_rave_early_late_game_rotation_late,4,video,1414463709320839229,https://cdn.discordapp.com/attachments/1266502911324721335/1414463709320839229/3x_DH_into_Rave_-_Made_with_Clipchamp.mp4?ex=69e25c3b&is=69e10abb&hm=6d63661bbd2af2e944e49798608d4c69ef04a86445f11d46ea64b7aad87a5ab4&,assets/media/by-guide/Beginner-guide/rage_rave_early_late_game_rotation_late/004_video_1414463709320839229.mp4,004_video_1414463709320839229.mp4
"guides/ru/Beginner-guide/Rage_+_Rave_(Early),_Late_Game_Rotation_(Late).md",Beginner-guide,rage_rave_early_late_game_rotation_late,5,video,1414464776553369681,https://cdn.discordapp.com/attachments/1266502911324721335/1414464776553369681/Dancing_-_Made_with_Clipchamp.mp4?ex=69e25d3a&is=69e10bba&hm=633393db2d38e30b91100310707af685619bfecbb4aefd0b5bf4f07295bedcde&,assets/media/by-guide/Beginner-guide/rage_rave_early_late_game_rotation_late/005_video_1414464776553369681.mp4,005_video_1414464776553369681.mp4
"guides/ru/Beginner-guide/Rage_+_Rave_(Early),_Late_Game_Rotation_(Late).md",Beginner-guide,rage_rave_early_late_game_rotation_late,6,video,1455018174004330566,https://cdn.discordapp.com/attachments/1266502911324721335/1455018174004330566/Beast_with_Rave_-_Made_with_Clipchamp.mp4?ex=69e23d85&is=69e0ec05&hm=7c9f6d1b6348be76116857bd8e9af03ef792bc1b6dbc5c85977e0cc13072e863&,assets/media/by-guide/Beginner-guide/rage_rave_early_late_game_rotation_late/006_video_1455018174004330566.mp4,006_video_1455018174004330566.mp4
guides/ru/Beginner-guide/TLDR_version_of_Path_for_Promo.md,Beginner-guide,tldr_version_of_path_for_promo,1,image,1349197221496885309,https://cdn.discordapp.com/emojis/1349197221496885309.webp?size=48&animated=true&name=orr24&lossless=true,assets/media/by-guide/Beginner-guide/tldr_version_of_path_for_promo/001_image_1349197221496885309.webp,001_image_1349197221496885309.webp
guides/ru/character/Class.md,character,class,1,image,1276973428464816199,https://cdn.discordapp.com/attachments/1124553633883754637/1276973428464816199/image.png?ex=69e27dae&is=69e12c2e&hm=12ed822933f8f2623d289b0fb393e73317615192756cf2ee56e7a0592e6ab1bc&,assets/media/by-guide/character/class/001_image_1276973428464816199.png,001_image_1276973428464816199.png
guides/ru/character/Constellation.md,character,constellation,1,image,1466470158058127493,https://media.discordapp.net/attachments/1430546126129598504/1466470158058127493/image.png?ex=69e25fc3&is=69e10e43&hm=a7920547eb02b59c92cb4c25bc4798f65c697bc2d6321a8228d67c9673bf1e1b&=&format=webp&quality=lossless,assets/media/by-guide/character/constellation/001_image_1466470158058127493.png,001_image_1466470158058127493.png
guides/ru/character/Constellation.md,character,constellation,2,image,1466470158418841694,https://media.discordapp.net/attachments/1430546126129598504/1466470158418841694/image.png?ex=69e25fc3&is=69e10e43&hm=44d9a2da323cc952bf60f1fbd972ccfec6e494a42ba9be97a89772f6e6485d4c&=&format=webp&quality=lossless,assets/media/by-guide/character/constellation/002_image_1466470158418841694.png,002_image_1466470158418841694.png
guides/ru/character/Constellation.md,character,constellation,3,image,1466470158712307815,https://media.discordapp.net/attachments/1430546126129598504/1466470158712307815/image.png?ex=69e25fc3&is=69e10e43&hm=fac7100a8d65f5ef5a2a305f016b15f18144816638ed697674dcedcf27539936&=&format=webp&quality=lossless,assets/media/by-guide/character/constellation/003_image_1466470158712307815.png,003_image_1466470158712307815.png
guides/ru/character/Constellation.md,character,constellation,4,image,1466470245161111845,https://cdn.discordapp.com/attachments/1430546126129598504/1466470245161111845/image.png?ex=69e25fd8&is=69e10e58&hm=e390d7a71554c1857ce430fb91bbef3b6a0f16d22b6502655f7e3935c2edb994&,assets/media/by-guide/character/constellation/004_image_1466470245161111845.png,004_image_1466470245161111845.png
guides/ru/character/Constellation.md,character,constellation,5,image,1466470526758289409,https://cdn.discordapp.com/attachments/1430546126129598504/1466470526758289409/image.png?ex=69e2601b&is=69e10e9b&hm=9ce0c9955fb8740aae798575730d25cec5c15a55debef48ce304a672592b930f&,assets/media/by-guide/character/constellation/005_image_1466470526758289409.png,005_image_1466470526758289409.png
guides/ru/character/Growing_Knowledge.md,character,growing_knowledge,1,image,1129929064296218684,https://cdn.discordapp.com/attachments/1124554700172300358/1129929064296218684/image.png?ex=69e22431&is=69e0d2b1&hm=93cf969e1fba973751f769ea79ae3a753b1d8859580e27038608e3ca5e68feec&,assets/media/by-guide/character/growing_knowledge/001_image_1129929064296218684.png,001_image_1129929064296218684.png
guides/ru/character/Growing_Knowledge.md,character,growing_knowledge,2,image,1246529478050582548,https://cdn.discordapp.com/attachments/1124554700172300358/1246529478050582548/image.png?ex=69e27a8a&is=69e1290a&hm=daf8336ec09f65cce573b2c240b0e67ac55700100116a5535b99538362fe6158&,assets/media/by-guide/character/growing_knowledge/002_image_1246529478050582548.png,002_image_1246529478050582548.png
guides/ru/character/Growing_Knowledge.md,character,growing_knowledge,3,video,1423955618380906558,https://cdn.discordapp.com/attachments/1134962963804061868/1423955618380906558/video-output-8245BE32-E73E-46CA-8B0A-C6D48D7EC962-2.mov?ex=68e23183&is=68e0e003&hm=2400c7ac2938c5b318f3f92145e6167106b7425bf5f77c1b817ecdcf6efe237c&,assets/media/by-guide/character/growing_knowledge/003_video_1423955618380906558.mov,003_video_1423955618380906558.mov
guides/ru/character/Growing_Knowledge.md,character,growing_knowledge,4,video,1426987646449877116,https://cdn.discordapp.com/attachments/1124554700172300358/1426987646449877116/Vitality.mp4?ex=69e2704f&is=69e11ecf&hm=c6e8e1da466694a28abc101ab1b708754af913e8bfc2b4ab8875e33131922ef0&,assets/media/by-guide/character/growing_knowledge/004_video_1426987646449877116.mp4,004_video_1426987646449877116.mp4
guides/ru/character/Growing_Knowledge.md,character,growing_knowledge,5,video,1426987647112314931,https://cdn.discordapp.com/attachments/1124554700172300358/1426987647112314931/Strength.mp4?ex=69e2704f&is=69e11ecf&hm=001231327d023475902d1d8d0cd7c1f585500ee03e09098688cac68f82640efa&,assets/media/by-guide/character/growing_knowledge/005_video_1426987647112314931.mp4,005_video_1426987647112314931.mp4
guides/ru/character/Growing_Knowledge.md,character,growing_knowledge,6,video,1426995114055700490,https://cdn.discordapp.com/attachments/1124554700172300358/1426995114055700490/Screen_Recording_2025-10-12_125343.mp4?ex=69e27743&is=69e125c3&hm=0c01f412dd3343ba70483ea70375023af499d7ea653e6f5dbaa4d225da030a66&,assets/media/by-guide/character/growing_knowledge/006_video_1426995114055700490.mp4,006_video_1426995114055700490.mp4
guides/ru/character/Growing_Knowledge.md,character,growing_knowledge,7,video,1427003968025792603,https://cdn.discordapp.com/attachments/1124554700172300358/1427003968025792603/ScreenRecording_10-04-2025_04-43-17_1.mov?ex=69e1d6c2&is=69e08542&hm=28eb2887d57b43cb3c2febe90a3af3402bd63fec7aa812a9786a1151de5c4603&,assets/media/by-guide/character/growing_knowledge/007_video_1427003968025792603.mov,007_video_1427003968025792603.mov
guides/ru/character/Latent_Power.md,character,latent_power,1,image,1471548995070460005,https://cdn.discordapp.com/attachments/1124554125590417480/1471548995070460005/image.png?ex=69e264cc&is=69e1134c&hm=3bee03d61bb2fa11eccfe0f4777df614ff5f6fabbe5eb26e1488da5a897179c5&,assets/media/by-guide/character/latent_power/001_image_1471548995070460005.png,001_image_1471548995070460005.png
guides/ru/character/Memory_Tree.md,character,memory_tree,1,image,1253187534666596492,https://cdn.discordapp.com/attachments/1253187534490570813/1253187534666596492/Screenshot_2024-06-19_221843.png?ex=69e24f97&is=69e0fe17&hm=155e0ebc106350ef91d9ba006e1a878ef62bdd948cd2fcc22cda75658c90987e&,assets/media/by-guide/character/memory_tree/001_image_1253187534666596492.png,001_image_1253187534666596492.png
guides/ru/character/Memory_Tree.md,character,memory_tree,2,image,1260067805680631818,https://cdn.discordapp.com/attachments/1253187534490570813/1260067805680631818/image.png?ex=69e24ad7&is=69e0f957&hm=cba8081d679d5f3ea39bf3a1d31ccfd5b2dcda3e683510ffdcd8b0f38fda8fb9&,assets/media/by-guide/character/memory_tree/002_image_1260067805680631818.png,002_image_1260067805680631818.png
guides/ru/character/Memory_Tree.md,character,memory_tree,3,image,1260068425301229578,https://cdn.discordapp.com/attachments/1253187534490570813/1260068425301229578/image.png?ex=69e24b6b&is=69e0f9eb&hm=647efd0102d7a8a12a387bc40f0e7a0b8f528ca29308199160ca352204a2d81e&,assets/media/by-guide/character/memory_tree/003_image_1260068425301229578.png,003_image_1260068425301229578.png
guides/ru/character/Memory_Tree.md,character,memory_tree,4,image,1260068494993657886,https://cdn.discordapp.com/attachments/1253187534490570813/1260068494993657886/image.png?ex=69e24b7c&is=69e0f9fc&hm=32e607e19f621adea169a5d363c01bd5408d17247893f069f90b082a1f4febca&,assets/media/by-guide/character/memory_tree/004_image_1260068494993657886.png,004_image_1260068494993657886.png
guides/ru/character/Memory_Tree.md,character,memory_tree,5,image,1260068554519085177,https://cdn.discordapp.com/attachments/1253187534490570813/1260068554519085177/image.png?ex=69e24b8a&is=69e0fa0a&hm=f4661d301b3f103c1fce0477c36bf18feea108fe320386063db9c02168d0865a&,assets/media/by-guide/character/memory_tree/005_image_1260068554519085177.png,005_image_1260068554519085177.png
guides/ru/character/Training_Diary.md,character,training_diary,1,gif,1131622087417675797,https://media.discordapp.net/attachments/1052865880339533878/1131622087417675797/20182150ZXQkR1Lc.gif?ex=69e25e32&is=69e10cb2&hm=933dbc01d56a33503fedce17964fd54f4d9c04d73a37bd6f97a1653174e6cbc6&,assets/media/by-guide/character/training_diary/001_gif_1131622087417675797.gif,001_gif_1131622087417675797.gif
guides/ru/character/Training_Diary.md,character,training_diary,2,image,1399640654069366784,https://cdn.discordapp.com/attachments/1124554406810095616/1399640654069366784/image.png?ex=69e27caf&is=69e12b2f&hm=dbf7e29b0345ed46616a99688ac6f3b9a2aa3c9b4a30dff1b1567f48642d925e&,assets/media/by-guide/character/training_diary/002_image_1399640654069366784.png,002_image_1399640654069366784.png
guides/ru/companion/Beast.md,companion,beast,1,image,1486940944824799252,https://cdn.discordapp.com/attachments/1451062046899834955/1486940944824799252/image.png?ex=69e25beb&is=69e10a6b&hm=000ec8778afd687bad4d77d458b8d7574f68adee29d409bf9a954349bda51b21&,assets/media/by-guide/companion/beast/001_image_1486940944824799252.png,001_image_1486940944824799252.png
guides/ru/companion/Beast.md,companion,beast,2,image,1486941030447054868,https://cdn.discordapp.com/attachments/1451062046899834955/1486941030447054868/image.png?ex=69e25bff&is=69e10a7f&hm=e7471901960a2dd9236de56335f93d7b9a70a9cb284b0a257a9abd0669b82db8&,assets/media/by-guide/companion/beast/002_image_1486941030447054868.png,002_image_1486941030447054868.png
guides/ru/companion/Companion.md,companion,companion,1,image,1408833496771727361,https://cdn.discordapp.com/attachments/1192080080000798781/1408833496771727361/image.png?ex=69e24ff0&is=69e0fe70&hm=20d241fbb773e68fbb2620a06cd8b57d344956860c708b112e0aaf4eefb79839&,assets/media/by-guide/companion/companion/001_image_1408833496771727361.png,001_image_1408833496771727361.png
guides/ru/companion/Companion.md,companion,companion,2,image,1408833497162055852,https://cdn.discordapp.com/attachments/1192080080000798781/1408833497162055852/image.png?ex=69e24ff0&is=69e0fe70&hm=74f2d53f89c1e4456f9a3b748736d9f413924bb8f15138bc93be4568b198c2bf&,assets/media/by-guide/companion/companion/002_image_1408833497162055852.png,002_image_1408833497162055852.png
guides/ru/companion/Companion.md,companion,companion,3,image,1408833497459724298,https://cdn.discordapp.com/attachments/1192080080000798781/1408833497459724298/image.png?ex=69e24ff0&is=69e0fe70&hm=e78b3568ff106eab6611024b58b6d282a7c52559f2016d934d213b2c8266970e&,assets/media/by-guide/companion/companion/003_image_1408833497459724298.png,003_image_1408833497459724298.png
guides/ru/companion/Companion_Guide.md,companion,companion_guide,1,image,1270124713913352314,https://cdn.discordapp.com/attachments/1270124713758425138/1270124713913352314/1_5.png?ex=69e1f711&is=69e0a591&hm=55b99868212a0a6fd2efd4d7c3e790e5c980b30e464a4e55017216ae3d181160&,assets/media/by-guide/companion/companion_guide/001_image_1270124713913352314.png,001_image_1270124713913352314.png
guides/ru/early-game-promotions/Adamant.md,early-game-promotions,adamant,1,gif,1370972440418848768,https://cdn.discordapp.com/attachments/1370969029031886859/1370972440418848768/160617QtY2ANKI.gif?ex=69e257d5&is=69e10655&hm=aa6e32ca73c61133b6b852166071c01f4e0370c7f10c037c16271c338020dc42&,assets/media/by-guide/early-game-promotions/adamant/001_gif_1370972440418848768.gif,001_gif_1370972440418848768.gif
